ciudad,redaccion,fecha,temperatura,texto_madrugada,texto_mañana,texto_tarde,texto_noche,icono_madrugada,icono_mañana,icono_tarde,icono_noche
Papudo/Zapallar,Información redactada el día viernes 23 a las 06:02 hrs.,lunes 26,12/18,Nubosidad parcial,Nublado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",parcialaltanoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Papudo/Zapallar,Información redactada el día viernes 23 a las 06:02 hrs.,martes 27,12/19,Nubosidad parcial,Nublado,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
San Felipe,Información redactada el día viernes 23 a las 05:17 hrs.,viernes 23,/33,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
San Felipe,Información redactada el día viernes 23 a las 05:17 hrs.,sábado 24,11/34,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
San Felipe,Información redactada el día viernes 23 a las 05:17 hrs.,domingo 25,12/33,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
San Felipe,Información redactada el día viernes 23 a las 05:17 hrs.,lunes 26,11/31,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
San Felipe,Información redactada el día viernes 23 a las 05:17 hrs.,martes 27,11/30,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Los Andes,Información redactada el día viernes 23 a las 05:17 hrs.,viernes 23,/33,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Los Andes,Información redactada el día viernes 23 a las 05:17 hrs.,sábado 24,11/34,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Los Andes,Información redactada el día viernes 23 a las 05:17 hrs.,domingo 25,12/33,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Los Andes,Información redactada el día viernes 23 a las 05:17 hrs.,lunes 26,11/31,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",Nubosidad parcial,parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Los Andes,Información redactada el día viernes 23 a las 05:17 hrs.,martes 27,11/30,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
La Calera/Quillota,Información redactada el día viernes 23 a las 05:18 hrs.,viernes 23,/29,,Despejado,Despejado con viento entre 25 y 40 km/h,Despejado,,despejado.png,viento2540.png,despejadonoche.png
La Calera/Quillota,Información redactada el día viernes 23 a las 05:18 hrs.,sábado 24,11/31,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
La Calera/Quillota,Información redactada el día viernes 23 a las 05:18 hrs.,domingo 25,13/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
La Calera/Quillota,Información redactada el día viernes 23 a las 05:18 hrs.,lunes 26,12/27,Nubosidad parcial,Nubosidad parcial,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
La Calera/Quillota,Información redactada el día viernes 23 a las 05:18 hrs.,martes 27,12/26,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Viña del Mar,Información redactada el día viernes 23 a las 09:34 hrs.,viernes 23,/25,,Despejado,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado con viento entre 25 y 40 km/h,,despejado.png,viento2540.png,viento2540.png
Viña del Mar,Información redactada el día viernes 23 a las 09:34 hrs.,sábado 24,11/23,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Viña del Mar,Información redactada el día viernes 23 a las 09:34 hrs.,domingo 25,12/22,Despejado variando a nubosidad parcial,Nublado variando a despejado,Despejado variando a nubosidad parcial,Nubosidad parcial,pocasnubesnoche.png,parcial.png,pocasnubes.png,parcialaltanoche.png
Viña del Mar,Información redactada el día viernes 23 a las 09:34 hrs.,lunes 26,12/21,Nubosidad parcial,Nublado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",parcialaltanoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Viña del Mar,Información redactada el día viernes 23 a las 09:34 hrs.,martes 27,12/22,Nubosidad parcial,Nublado,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Valparaíso,Información redactada el día viernes 23 a las 09:34 hrs.,viernes 23,/20,,Despejado,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado con viento entre 25 y 40 km/h,,despejado.png,viento2540.png,viento2540.png
Valparaíso,Información redactada el día viernes 23 a las 09:34 hrs.,sábado 24,12/19,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Valparaíso,Información redactada el día viernes 23 a las 09:34 hrs.,domingo 25,12/18,Despejado variando a nubosidad parcial,Nublado variando a despejado,Despejado variando a nubosidad parcial,Nubosidad parcial,pocasnubesnoche.png,parcial.png,pocasnubes.png,parcialaltanoche.png
Valparaíso,Información redactada el día viernes 23 a las 09:34 hrs.,lunes 26,13/19,Nubosidad parcial,Nublado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",parcialaltanoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Valparaíso,Información redactada el día viernes 23 a las 09:34 hrs.,martes 27,13/18,Nubosidad parcial,Nublado,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Villa Alemana/Quilpué,Información redactada el día viernes 23 a las 05:17 hrs.,viernes 23,/29,,Despejado,Despejado con viento entre 25 y 40 km/h,Despejado,,despejado.png,viento2540.png,despejadonoche.png
Villa Alemana/Quilpué,Información redactada el día viernes 23 a las 05:17 hrs.,sábado 24,11/31,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Villa Alemana/Quilpué,Información redactada el día viernes 23 a las 05:17 hrs.,domingo 25,13/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Villa Alemana/Quilpué,Información redactada el día viernes 23 a las 05:17 hrs.,lunes 26,12/27,Nubosidad parcial,Nubosidad parcial,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Villa Alemana/Quilpué,Información redactada el día viernes 23 a las 05:17 hrs.,martes 27,12/26,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Casablanca,Información redactada el día viernes 23 a las 06:01 hrs.,viernes 23,/29,,Nublado variando a despejado,Despejado con viento entre 25 y 40 km/h,Despejado,,parcial.png,viento2540.png,despejadonoche.png
Casablanca,Información redactada el día viernes 23 a las 06:01 hrs.,sábado 24,11/31,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Casablanca,Información redactada el día viernes 23 a las 06:01 hrs.,domingo 25,13/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Casablanca,Información redactada el día viernes 23 a las 06:01 hrs.,lunes 26,12/27,Nubosidad parcial,Nubosidad parcial,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",parcialaltanoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Casablanca,Información redactada el día viernes 23 a las 06:01 hrs.,martes 27,12/26,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Algarrobo,Información redactada el día viernes 23 a las 06:01 hrs.,viernes 23,/20,,Nubosidad parcial variando a despejado,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h,,parcialalta.png,viento2540.png,viento2540.png
Algarrobo,Información redactada el día viernes 23 a las 06:01 hrs.,sábado 24,11/19,Despejado,Nublado,Despejado,Despejado,despejadonoche.png,parcial.png,despejado.png,despejadonoche.png
Algarrobo,Información redactada el día viernes 23 a las 06:01 hrs.,domingo 25,12/18,Despejado,Nubosidad parcial,Despejado con viento entre 25 y 40 km/h,Nubosidad parcial,despejadonoche.png,parcialalta.png,viento2540.png,parcialaltanoche.png
Algarrobo,Información redactada el día viernes 23 a las 06:01 hrs.,lunes 26,12/18,Nubosidad parcial,Nublado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",parcialaltanoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Algarrobo,Información redactada el día viernes 23 a las 06:01 hrs.,martes 27,12/19,Nubosidad parcial,Nublado,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
San Antonio/Cartagena,Información redactada el día viernes 23 a las 09:34 hrs.,viernes 23,/20,,Despejado,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado con viento entre 25 y 40 km/h,,despejado.png,viento2540.png,viento2540.png
San Antonio/Cartagena,Información redactada el día viernes 23 a las 09:34 hrs.,sábado 24,11/19,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
San Antonio/Cartagena,Información redactada el día viernes 23 a las 09:34 hrs.,domingo 25,12/18,Despejado,Nubosidad parcial,Despejado con viento entre 25 y 40 km/h,Nubosidad parcial,despejadonoche.png,parcialalta.png,viento2540.png,parcialaltanoche.png
San Antonio/Cartagena,Información redactada el día viernes 23 a las 09:34 hrs.,lunes 26,12/18,Nubosidad parcial,Nublado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",parcialaltanoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
San Antonio/Cartagena,Información redactada el día viernes 23 a las 09:34 hrs.,martes 27,12/19,Nubosidad parcial,Nublado,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
San Antonio Interior,Información redactada el día viernes 23 a las 09:35 hrs.,viernes 23,/24,,Despejado,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,,despejado.png,viento2540.png,viento2540.png
San Antonio Interior,Información redactada el día viernes 23 a las 09:35 hrs.,sábado 24,10/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
San Antonio Interior,Información redactada el día viernes 23 a las 09:35 hrs.,domingo 25,11/21,Despejado,Nubosidad parcial,Despejado con viento entre 25 y 40 km/h,Nubosidad parcial,despejadonoche.png,parcialalta.png,viento2540.png,parcialaltanoche.png
San Antonio Interior,Información redactada el día viernes 23 a las 09:35 hrs.,lunes 26,11/20,Nubosidad parcial,Nublado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",parcialaltanoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
San Antonio Interior,Información redactada el día viernes 23 a las 09:35 hrs.,martes 27,11/21,Nubosidad parcial,Nublado,Nubosidad parcial,Nubosidad parcial,parcialaltanoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Colina,Información redactada el día viernes 23 a las 05:20 hrs.,viernes 23,/31,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Colina,Información redactada el día viernes 23 a las 05:20 hrs.,sábado 24,12/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Colina,Información redactada el día viernes 23 a las 05:20 hrs.,domingo 25,13/32,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Colina,Información redactada el día viernes 23 a las 05:20 hrs.,lunes 26,12/30,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Colina,Información redactada el día viernes 23 a las 05:20 hrs.,martes 27,12/30,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Centro,Información redactada el día viernes 23 a las 05:20 hrs.,viernes 23,/30,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Centro,Información redactada el día viernes 23 a las 05:20 hrs.,sábado 24,13/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Centro,Información redactada el día viernes 23 a las 05:20 hrs.,domingo 25,14/31,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Centro,Información redactada el día viernes 23 a las 05:20 hrs.,lunes 26,12/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Centro,Información redactada el día viernes 23 a las 05:20 hrs.,martes 27,13/29,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Norte,Información redactada el día viernes 23 a las 05:20 hrs.,viernes 23,/30,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Norte,Información redactada el día viernes 23 a las 05:20 hrs.,sábado 24,13/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Norte,Información redactada el día viernes 23 a las 05:20 hrs.,domingo 25,14/31,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Norte,Información redactada el día viernes 23 a las 05:20 hrs.,lunes 26,12/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Norte,Información redactada el día viernes 23 a las 05:20 hrs.,martes 27,13/29,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Oriente,Información redactada el día viernes 23 a las 05:20 hrs.,viernes 23,/30,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Oriente,Información redactada el día viernes 23 a las 05:20 hrs.,sábado 24,13/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Oriente,Información redactada el día viernes 23 a las 05:20 hrs.,domingo 25,14/31,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Oriente,Información redactada el día viernes 23 a las 05:20 hrs.,lunes 26,12/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Oriente,Información redactada el día viernes 23 a las 05:20 hrs.,martes 27,13/29,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Sur,Información redactada el día viernes 23 a las 05:20 hrs.,viernes 23,/30,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Sur,Información redactada el día viernes 23 a las 05:20 hrs.,sábado 24,13/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Sur,Información redactada el día viernes 23 a las 05:20 hrs.,domingo 25,14/31,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Sur,Información redactada el día viernes 23 a las 05:20 hrs.,lunes 26,12/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Sur,Información redactada el día viernes 23 a las 05:20 hrs.,martes 27,13/29,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Poniente,Información redactada el día viernes 23 a las 05:20 hrs.,viernes 23,/30,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Poniente,Información redactada el día viernes 23 a las 05:20 hrs.,sábado 24,13/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Poniente,Información redactada el día viernes 23 a las 05:20 hrs.,domingo 25,14/31,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Poniente,Información redactada el día viernes 23 a las 05:20 hrs.,lunes 26,12/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Poniente,Información redactada el día viernes 23 a las 05:20 hrs.,martes 27,13/29,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Curacaví,Información redactada el día viernes 23 a las 05:20 hrs.,viernes 23,/30,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Curacaví,Información redactada el día viernes 23 a las 05:20 hrs.,sábado 24,11/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Curacaví,Información redactada el día viernes 23 a las 05:20 hrs.,domingo 25,12/30,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Curacaví,Información redactada el día viernes 23 a las 05:20 hrs.,lunes 26,12/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Curacaví,Información redactada el día viernes 23 a las 05:20 hrs.,martes 27,12/27,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Melipilla,Información redactada el día viernes 23 a las 05:20 hrs.,viernes 23,/29,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Melipilla,Información redactada el día viernes 23 a las 05:20 hrs.,sábado 24,11/31,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Melipilla,Información redactada el día viernes 23 a las 05:20 hrs.,domingo 25,13/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Melipilla,Información redactada el día viernes 23 a las 05:20 hrs.,lunes 26,12/28,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Melipilla,Información redactada el día viernes 23 a las 05:20 hrs.,martes 27,12/27,Despejado,Despejado,"Nublado, ocasionalmente nubosidad parcial","Nublado, ocasionalmente nubosidad parcial",despejadonoche.png,despejado.png,parcial.png,parcialnoche.png
San José de Maipo,Información redactada el día viernes 23 a las 05:20 hrs.,viernes 23,/28,,Despejado,Despejado variando a nubosidad parcial,Despejado,,despejado.png,pocasnubes.png,despejadonoche.png
San José de Maipo,Información redactada el día viernes 23 a las 05:20 hrs.,sábado 24,10/31,Despejado,Despejado,Nubosidad parcial,Despejado,despejadonoche.png,despejado.png,parcialalta.png,despejadonoche.png
San José de Maipo,Información redactada el día viernes 23 a las 05:20 hrs.,domingo 25,12/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
San José de Maipo,Información redactada el día viernes 23 a las 05:20 hrs.,lunes 26,12/27,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
San José de Maipo,Información redactada el día viernes 23 a las 05:20 hrs.,martes 27,12/26,Despejado,Nubosidad parcial,"Nubosidad parcial, ocasionalmente nublado",Nubosidad parcial,despejadonoche.png,parcialalta.png,parcialalta.png,parcialaltanoche.png
Pichilemu,Información redactada el día viernes 23 a las 09:35 hrs.,viernes 23,/22,,Despejado,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,,despejado.png,viento2540.png,viento2540.png
Pichilemu,Información redactada el día viernes 23 a las 09:35 hrs.,sábado 24,13/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Pichilemu,Información redactada el día viernes 23 a las 09:35 hrs.,domingo 25,11/20,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h,Despejado variando a nublado,despejadonoche.png,despejado.png,viento2540.png,parcialaltanoche.png
Pichilemu,Información redactada el día viernes 23 a las 09:35 hrs.,lunes 26,12/18,Cubierto,Cubierto,Nubosidad parcial,Despejado,cubierto.png,cubierto.png,parcialalta.png,despejadonoche.png
Pichilemu,Información redactada el día viernes 23 a las 09:35 hrs.,martes 27,13/18,Despejado variando a nublado,Cubierto,Nublado,Nubosidad parcial,pocasnubesnoche.png,cubierto.png,parcial.png,parcialaltanoche.png
Rancagua,Información redactada el día viernes 23 a las 05:18 hrs.,viernes 23,/28,,Despejado,Despejado variando a nubosidad parcial,Despejado,,despejado.png,pocasnubes.png,despejadonoche.png
Rancagua,Información redactada el día viernes 23 a las 05:18 hrs.,sábado 24,12/34,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Rancagua,Información redactada el día viernes 23 a las 05:18 hrs.,domingo 25,13/32,Despejado,Despejado,Nubosidad parcial,Despejado,despejadonoche.png,despejado.png,parcialalta.png,despejadonoche.png
Rancagua,Información redactada el día viernes 23 a las 05:18 hrs.,lunes 26,11/28,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Rancagua,Información redactada el día viernes 23 a las 05:18 hrs.,martes 27,12/30,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Rengo,Información redactada el día viernes 23 a las 07:50 hrs.,viernes 23,/28,,Nublado variando a despejado,Despejado variando a nubosidad parcial,Despejado,,parcial.png,pocasnubes.png,despejadonoche.png
Rengo,Información redactada el día viernes 23 a las 07:50 hrs.,sábado 24,12/34,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Rengo,Información redactada el día viernes 23 a las 07:50 hrs.,domingo 25,13/32,Despejado,Despejado,Nubosidad parcial,Despejado,despejadonoche.png,despejado.png,parcialalta.png,despejadonoche.png
Rengo,Información redactada el día viernes 23 a las 07:50 hrs.,lunes 26,11/28,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Rengo,Información redactada el día viernes 23 a las 07:50 hrs.,martes 27,12/30,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
San Fernando,Información redactada el día viernes 23 a las 05:59 hrs.,viernes 23,/28,,Nublado variando a despejado,Despejado variando a nubosidad parcial,Despejado,,parcial.png,pocasnubes.png,despejadonoche.png
San Fernando,Información redactada el día viernes 23 a las 05:59 hrs.,sábado 24,12/34,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
San Fernando,Información redactada el día viernes 23 a las 05:59 hrs.,domingo 25,13/32,Despejado,Despejado,Nubosidad parcial,Despejado,despejadonoche.png,despejado.png,parcialalta.png,despejadonoche.png
San Fernando,Información redactada el día viernes 23 a las 05:59 hrs.,lunes 26,11/28,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
San Fernando,Información redactada el día viernes 23 a las 05:59 hrs.,martes 27,12/30,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santa Cruz,Información redactada el día viernes 23 a las 05:18 hrs.,viernes 23,/28,,Despejado,Despejado variando a nubosidad parcial,Despejado,,despejado.png,pocasnubes.png,despejadonoche.png
Santa Cruz,Información redactada el día viernes 23 a las 05:18 hrs.,sábado 24,12/34,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santa Cruz,Información redactada el día viernes 23 a las 05:18 hrs.,domingo 25,13/32,Despejado,Despejado,Nubosidad parcial,Despejado,despejadonoche.png,despejado.png,parcialalta.png,despejadonoche.png
Santa Cruz,Información redactada el día viernes 23 a las 05:18 hrs.,lunes 26,11/28,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santa Cruz,Información redactada el día viernes 23 a las 05:18 hrs.,martes 27,12/30,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Curicó,Información redactada el día viernes 23 a las 06:02 hrs.,viernes 23,/30,,"Nubosidad parcial, ocasionalmente nublado variando a despejado",Despejado,Despejado,,parcialalta.png,despejado.png,despejadonoche.png
Curicó,Información redactada el día viernes 23 a las 06:02 hrs.,sábado 24,12/35,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Curicó,Información redactada el día viernes 23 a las 06:02 hrs.,domingo 25,14/33,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Curicó,Información redactada el día viernes 23 a las 06:02 hrs.,lunes 26,12/28,Despejado variando a nubosidad parcial,Nublado variando a despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
