ciudad,redaccion,fecha,temperatura,texto_madrugada,texto_mañana,texto_tarde,texto_noche,icono_madrugada,icono_mañana,icono_tarde,icono_noche
Papudo/Zapallar,Información redactada el día jueves 22 a las 05:53 hrs.,lunes 26,12/18,Cubierto,Cubierto,Nubosidad parcial,Cubierto,cubierto.png,cubierto.png,parcialalta.png,cubierto.png
San Felipe,Información redactada el día jueves 22 a las 05:56 hrs.,jueves 22,/33,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
San Felipe,Información redactada el día jueves 22 a las 05:56 hrs.,viernes 23,10/33,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
San Felipe,Información redactada el día jueves 22 a las 05:56 hrs.,sábado 24,11/34,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
San Felipe,Información redactada el día jueves 22 a las 05:56 hrs.,domingo 25,12/33,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
San Felipe,Información redactada el día jueves 22 a las 05:56 hrs.,lunes 26,11/31,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Los Andes,Información redactada el día jueves 22 a las 05:56 hrs.,jueves 22,/33,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Los Andes,Información redactada el día jueves 22 a las 05:56 hrs.,viernes 23,10/33,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Los Andes,Información redactada el día jueves 22 a las 05:56 hrs.,sábado 24,11/34,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Los Andes,Información redactada el día jueves 22 a las 05:56 hrs.,domingo 25,12/33,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Los Andes,Información redactada el día jueves 22 a las 05:56 hrs.,lunes 26,11/31,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
La Calera/Quillota,Información redactada el día jueves 22 a las 05:56 hrs.,jueves 22,/31,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
La Calera/Quillota,Información redactada el día jueves 22 a las 05:56 hrs.,viernes 23,11/29,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h,Despejado,despejadonoche.png,despejado.png,viento2540.png,despejadonoche.png
La Calera/Quillota,Información redactada el día jueves 22 a las 05:56 hrs.,sábado 24,11/31,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
La Calera/Quillota,Información redactada el día jueves 22 a las 05:56 hrs.,domingo 25,13/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
La Calera/Quillota,Información redactada el día jueves 22 a las 05:56 hrs.,lunes 26,12/27,Despejado variando a nubosidad parcial,Nublado variando a despejado,Nubosidad parcial,Nubosidad parcial,pocasnubesnoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Viña del Mar,Información redactada el día jueves 22 a las 05:56 hrs.,jueves 22,/24,,Despejado variando a nubosidad parcial,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h variando a nubosidad parcial,,despejado.png,viento2540.png,viento2540.png
Viña del Mar,Información redactada el día jueves 22 a las 05:56 hrs.,viernes 23,11/24,Nubosidad parcial,Nubosidad parcial variando a despejado,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h,parcialaltanoche.png,parcialalta.png,viento2540.png,viento2540.png
Viña del Mar,Información redactada el día jueves 22 a las 05:56 hrs.,sábado 24,11/23,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Viña del Mar,Información redactada el día jueves 22 a las 05:56 hrs.,domingo 25,12/22,Despejado variando a nubosidad parcial,Nublado variando a despejado,Despejado variando a nubosidad parcial,Nubosidad parcial variando a cubierto,pocasnubesnoche.png,parcial.png,pocasnubes.png,parcialaltanoche.png
Viña del Mar,Información redactada el día jueves 22 a las 05:56 hrs.,lunes 26,12/22,Cubierto,Cubierto,Nubosidad parcial,Cubierto,cubierto.png,cubierto.png,parcialalta.png,cubierto.png
Valparaíso,Información redactada el día jueves 22 a las 05:56 hrs.,jueves 22,/21,,Despejado variando a nubosidad parcial,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h variando a nubosidad parcial,,despejado.png,viento2540.png,viento2540.png
Valparaíso,Información redactada el día jueves 22 a las 05:56 hrs.,viernes 23,13/20,Nubosidad parcial,Nubosidad parcial variando a despejado,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h,parcialaltanoche.png,parcialalta.png,viento2540.png,viento2540.png
Valparaíso,Información redactada el día jueves 22 a las 05:56 hrs.,sábado 24,12/19,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Valparaíso,Información redactada el día jueves 22 a las 05:56 hrs.,domingo 25,12/18,Despejado variando a nubosidad parcial,Nublado variando a despejado,Despejado variando a nubosidad parcial,Nubosidad parcial variando a cubierto,pocasnubesnoche.png,parcial.png,pocasnubes.png,parcialaltanoche.png
Valparaíso,Información redactada el día jueves 22 a las 05:56 hrs.,lunes 26,12/18,Cubierto,Cubierto,Nubosidad parcial,Cubierto,cubierto.png,cubierto.png,parcialalta.png,cubierto.png
Villa Alemana/Quilpué,Información redactada el día jueves 22 a las 05:58 hrs.,jueves 22,/31,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Villa Alemana/Quilpué,Información redactada el día jueves 22 a las 05:58 hrs.,viernes 23,11/29,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h,Despejado,despejadonoche.png,despejado.png,viento2540.png,despejadonoche.png
Villa Alemana/Quilpué,Información redactada el día jueves 22 a las 05:58 hrs.,sábado 24,11/31,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Villa Alemana/Quilpué,Información redactada el día jueves 22 a las 05:58 hrs.,domingo 25,13/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Villa Alemana/Quilpué,Información redactada el día jueves 22 a las 05:58 hrs.,lunes 26,12/27,Despejado variando a nubosidad parcial,Nublado variando a despejado,Nubosidad parcial,Nubosidad parcial,pocasnubesnoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Casablanca,Información redactada el día jueves 22 a las 05:56 hrs.,jueves 22,/31,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Casablanca,Información redactada el día jueves 22 a las 05:56 hrs.,viernes 23,11/29,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h,Despejado,despejadonoche.png,despejado.png,viento2540.png,despejadonoche.png
Casablanca,Información redactada el día jueves 22 a las 05:56 hrs.,sábado 24,11/31,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Casablanca,Información redactada el día jueves 22 a las 05:56 hrs.,domingo 25,13/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Casablanca,Información redactada el día jueves 22 a las 05:56 hrs.,lunes 26,12/27,Despejado variando a nubosidad parcial,Nublado variando a despejado,Nubosidad parcial,Nubosidad parcial,pocasnubesnoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Algarrobo,Información redactada el día jueves 22 a las 05:58 hrs.,jueves 22,/21,,Nubosidad parcial,Despejado con viento entre 25 y 40 km/h,Nubosidad parcial,,parcialalta.png,viento2540.png,parcialaltanoche.png
Algarrobo,Información redactada el día jueves 22 a las 05:58 hrs.,viernes 23,11/20,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h,despejadonoche.png,despejado.png,viento2540.png,viento2540.png
Algarrobo,Información redactada el día jueves 22 a las 05:58 hrs.,sábado 24,10/19,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Algarrobo,Información redactada el día jueves 22 a las 05:58 hrs.,domingo 25,12/18,Despejado variando a nubosidad parcial,Nublado variando a despejado,Despejado variando a nubosidad parcial,Nubosidad parcial variando a cubierto,pocasnubesnoche.png,parcial.png,pocasnubes.png,parcialaltanoche.png
Algarrobo,Información redactada el día jueves 22 a las 05:58 hrs.,lunes 26,12/18,Cubierto,Cubierto,Nubosidad parcial,Cubierto,cubierto.png,cubierto.png,parcialalta.png,cubierto.png
San Antonio/Cartagena,Información redactada el día jueves 22 a las 05:58 hrs.,jueves 22,/21,,Nublado variando a nubosidad parcial,Despejado con viento entre 25 y 40 km/h,Nubosidad parcial,,parcial.png,viento2540.png,parcialaltanoche.png
San Antonio/Cartagena,Información redactada el día jueves 22 a las 05:58 hrs.,viernes 23,11/20,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h,despejadonoche.png,despejado.png,viento2540.png,viento2540.png
San Antonio/Cartagena,Información redactada el día jueves 22 a las 05:58 hrs.,sábado 24,10/19,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
San Antonio/Cartagena,Información redactada el día jueves 22 a las 05:58 hrs.,domingo 25,12/18,Despejado variando a nubosidad parcial,Nublado variando a despejado,Despejado variando a nubosidad parcial,Nubosidad parcial variando a cubierto,pocasnubesnoche.png,parcial.png,pocasnubes.png,parcialaltanoche.png
San Antonio/Cartagena,Información redactada el día jueves 22 a las 05:58 hrs.,lunes 26,12/18,Cubierto,Cubierto,Nubosidad parcial,Cubierto,cubierto.png,cubierto.png,parcialalta.png,cubierto.png
San Antonio Interior,Información redactada el día jueves 22 a las 05:58 hrs.,jueves 22,/23,,Nubosidad parcial,Despejado con viento entre 25 y 40 km/h,Nubosidad parcial,,parcialalta.png,viento2540.png,parcialaltanoche.png
San Antonio Interior,Información redactada el día jueves 22 a las 05:58 hrs.,viernes 23,10/23,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h,despejadonoche.png,despejado.png,viento2540.png,viento2540.png
San Antonio Interior,Información redactada el día jueves 22 a las 05:58 hrs.,sábado 24,10/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
San Antonio Interior,Información redactada el día jueves 22 a las 05:58 hrs.,domingo 25,11/21,Despejado variando a nubosidad parcial,Nublado variando a despejado,Despejado variando a nubosidad parcial,Nubosidad parcial variando a cubierto,pocasnubesnoche.png,parcial.png,pocasnubes.png,parcialaltanoche.png
San Antonio Interior,Información redactada el día jueves 22 a las 05:58 hrs.,lunes 26,12/20,Cubierto,Cubierto,Nubosidad parcial,Cubierto,cubierto.png,cubierto.png,parcialalta.png,cubierto.png
Colina,Información redactada el día jueves 22 a las 05:47 hrs.,jueves 22,/32,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Colina,Información redactada el día jueves 22 a las 05:47 hrs.,viernes 23,11/31,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Colina,Información redactada el día jueves 22 a las 05:47 hrs.,sábado 24,12/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Colina,Información redactada el día jueves 22 a las 05:47 hrs.,domingo 25,12/32,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Colina,Información redactada el día jueves 22 a las 05:47 hrs.,lunes 26,12/30,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Centro,Información redactada el día jueves 22 a las 05:45 hrs.,jueves 22,/31,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Centro,Información redactada el día jueves 22 a las 05:45 hrs.,viernes 23,12/30,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Centro,Información redactada el día jueves 22 a las 05:45 hrs.,sábado 24,13/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Centro,Información redactada el día jueves 22 a las 05:45 hrs.,domingo 25,14/31,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Centro,Información redactada el día jueves 22 a las 05:45 hrs.,lunes 26,12/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Norte,Información redactada el día jueves 22 a las 05:47 hrs.,jueves 22,/32,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Norte,Información redactada el día jueves 22 a las 05:47 hrs.,viernes 23,11/31,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Norte,Información redactada el día jueves 22 a las 05:47 hrs.,sábado 24,12/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Norte,Información redactada el día jueves 22 a las 05:47 hrs.,domingo 25,12/32,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Norte,Información redactada el día jueves 22 a las 05:47 hrs.,lunes 26,12/30,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Oriente,Información redactada el día jueves 22 a las 05:45 hrs.,jueves 22,/31,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Oriente,Información redactada el día jueves 22 a las 05:45 hrs.,viernes 23,12/30,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Oriente,Información redactada el día jueves 22 a las 05:45 hrs.,sábado 24,13/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Oriente,Información redactada el día jueves 22 a las 05:45 hrs.,domingo 25,14/31,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Oriente,Información redactada el día jueves 22 a las 05:45 hrs.,lunes 26,12/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Sur,Información redactada el día jueves 22 a las 05:45 hrs.,jueves 22,/31,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Sur,Información redactada el día jueves 22 a las 05:45 hrs.,viernes 23,12/30,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Sur,Información redactada el día jueves 22 a las 05:45 hrs.,sábado 24,13/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Sur,Información redactada el día jueves 22 a las 05:45 hrs.,domingo 25,14/31,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Sur,Información redactada el día jueves 22 a las 05:45 hrs.,lunes 26,12/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Poniente,Información redactada el día jueves 22 a las 05:45 hrs.,jueves 22,/31,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Poniente,Información redactada el día jueves 22 a las 05:45 hrs.,viernes 23,12/30,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Poniente,Información redactada el día jueves 22 a las 05:45 hrs.,sábado 24,13/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santiago Sector Poniente,Información redactada el día jueves 22 a las 05:45 hrs.,domingo 25,14/31,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santiago Sector Poniente,Información redactada el día jueves 22 a las 05:45 hrs.,lunes 26,12/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Curacaví,Información redactada el día jueves 22 a las 05:48 hrs.,jueves 22,/31,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Curacaví,Información redactada el día jueves 22 a las 05:48 hrs.,viernes 23,10/30,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Curacaví,Información redactada el día jueves 22 a las 05:48 hrs.,sábado 24,11/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Curacaví,Información redactada el día jueves 22 a las 05:48 hrs.,domingo 25,12/30,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Curacaví,Información redactada el día jueves 22 a las 05:48 hrs.,lunes 26,12/27,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Melipilla,Información redactada el día jueves 22 a las 05:48 hrs.,jueves 22,/30,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Melipilla,Información redactada el día jueves 22 a las 05:48 hrs.,viernes 23,11/29,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Melipilla,Información redactada el día jueves 22 a las 05:48 hrs.,sábado 24,11/31,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Melipilla,Información redactada el día jueves 22 a las 05:48 hrs.,domingo 25,13/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Melipilla,Información redactada el día jueves 22 a las 05:48 hrs.,lunes 26,12/27,Despejado variando a nubosidad parcial,Nublado variando a despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
San José de Maipo,Información redactada el día jueves 22 a las 05:48 hrs.,jueves 22,/30,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
San José de Maipo,Información redactada el día jueves 22 a las 05:48 hrs.,viernes 23,10/28,Despejado,Despejado,Nubosidad parcial,Despejado,despejadonoche.png,despejado.png,parcialalta.png,despejadonoche.png
San José de Maipo,Información redactada el día jueves 22 a las 05:48 hrs.,sábado 24,10/31,Despejado,Despejado,Nubosidad parcial,Despejado,despejadonoche.png,despejado.png,parcialalta.png,despejadonoche.png
San José de Maipo,Información redactada el día jueves 22 a las 05:48 hrs.,domingo 25,12/29,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
San José de Maipo,Información redactada el día jueves 22 a las 05:48 hrs.,lunes 26,12/27,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Pichilemu,Información redactada el día jueves 22 a las 05:59 hrs.,jueves 22,/21,,Nubosidad parcial,Nubosidad parcial variando a nublado con viento entre 25 y 40 km/h,Nubosidad parcial con viento entre 25 y 40 km/h,,parcialalta.png,viento2540.png,viento2540.png
Pichilemu,Información redactada el día jueves 22 a las 05:59 hrs.,viernes 23,12/20,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h,despejadonoche.png,despejado.png,viento2540.png,viento2540.png
Pichilemu,Información redactada el día jueves 22 a las 05:59 hrs.,sábado 24,12/22,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Pichilemu,Información redactada el día jueves 22 a las 05:59 hrs.,domingo 25,11/20,Despejado variando a nubosidad parcial,Nubosidad parcial variando a despejado,Despejado con viento entre 25 y 40 km/h,Despejado,pocasnubesnoche.png,parcialalta.png,viento2540.png,despejadonoche.png
Pichilemu,Información redactada el día jueves 22 a las 05:59 hrs.,lunes 26,12/18,Despejado variando a nublado,Cubierto,Nublado,Cubierto,pocasnubesnoche.png,cubierto.png,parcial.png,cubierto.png
Rancagua,Información redactada el día jueves 22 a las 05:59 hrs.,jueves 22,/30,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Rancagua,Información redactada el día jueves 22 a las 05:59 hrs.,viernes 23,12/28,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Rancagua,Información redactada el día jueves 22 a las 05:59 hrs.,sábado 24,12/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Rancagua,Información redactada el día jueves 22 a las 05:59 hrs.,domingo 25,13/31,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Rancagua,Información redactada el día jueves 22 a las 05:59 hrs.,lunes 26,11/28,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Rengo,Información redactada el día jueves 22 a las 05:59 hrs.,jueves 22,/30,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Rengo,Información redactada el día jueves 22 a las 05:59 hrs.,viernes 23,12/28,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Rengo,Información redactada el día jueves 22 a las 05:59 hrs.,sábado 24,12/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Rengo,Información redactada el día jueves 22 a las 05:59 hrs.,domingo 25,13/31,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Rengo,Información redactada el día jueves 22 a las 05:59 hrs.,lunes 26,11/28,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
San Fernando,Información redactada el día jueves 22 a las 05:59 hrs.,jueves 22,/30,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
San Fernando,Información redactada el día jueves 22 a las 05:59 hrs.,viernes 23,12/28,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
San Fernando,Información redactada el día jueves 22 a las 05:59 hrs.,sábado 24,12/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
San Fernando,Información redactada el día jueves 22 a las 05:59 hrs.,domingo 25,13/31,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
San Fernando,Información redactada el día jueves 22 a las 05:59 hrs.,lunes 26,11/28,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santa Cruz,Información redactada el día jueves 22 a las 05:59 hrs.,jueves 22,/30,,Despejado,Despejado,Despejado,,despejado.png,despejado.png,despejadonoche.png
Santa Cruz,Información redactada el día jueves 22 a las 05:59 hrs.,viernes 23,12/28,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santa Cruz,Información redactada el día jueves 22 a las 05:59 hrs.,sábado 24,12/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Santa Cruz,Información redactada el día jueves 22 a las 05:59 hrs.,domingo 25,13/31,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Santa Cruz,Información redactada el día jueves 22 a las 05:59 hrs.,lunes 26,11/28,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Curicó,Información redactada el día jueves 22 a las 05:59 hrs.,jueves 22,/29,,Despejado,Despejado variando a nubosidad parcial,Nubosidad parcial,,despejado.png,parcialalta.png,parcialaltanoche.png
Curicó,Información redactada el día jueves 22 a las 05:59 hrs.,viernes 23,11/28,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Curicó,Información redactada el día jueves 22 a las 05:59 hrs.,sábado 24,12/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Curicó,Información redactada el día jueves 22 a las 05:59 hrs.,domingo 25,14/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Curicó,Información redactada el día jueves 22 a las 05:59 hrs.,lunes 26,12/28,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Molina,Información redactada el día jueves 22 a las 05:59 hrs.,jueves 22,/29,,Despejado,Despejado variando a nubosidad parcial,Nubosidad parcial,,despejado.png,parcialalta.png,parcialaltanoche.png
Molina,Información redactada el día jueves 22 a las 05:59 hrs.,viernes 23,11/28,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Molina,Información redactada el día jueves 22 a las 05:59 hrs.,sábado 24,12/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Molina,Información redactada el día jueves 22 a las 05:59 hrs.,domingo 25,14/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Molina,Información redactada el día jueves 22 a las 05:59 hrs.,lunes 26,12/28,Despejado,Despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Constitución,Información redactada el día jueves 22 a las 06:01 hrs.,jueves 22,/20,,Nubosidad parcial variando a nublado,Nublado variando a nubosidad parcial con viento entre 25 y 40 km/h,Nubosidad parcial con viento entre 25 y 40 km/h,,parcialalta.png,viento2540.png,viento2540.png
Constitución,Información redactada el día jueves 22 a las 06:01 hrs.,viernes 23,12/20,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h,despejadonoche.png,despejado.png,viento3.png,viento3.png
Constitución,Información redactada el día jueves 22 a las 06:01 hrs.,sábado 24,12/23,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Constitución,Información redactada el día jueves 22 a las 06:01 hrs.,domingo 25,11/20,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Constitución,Información redactada el día jueves 22 a las 06:01 hrs.,lunes 26,12/18,Despejado variando a nublado,Cubierto,Nublado,Cubierto,parcialaltanoche.png,cubierto.png,parcial.png,cubierto.png
